Lieferant;Artikel-Nummer;Artikel;Menge;Einheit;matched_material;matched_category;similarity_score;matched_oeko_unit;calculated_co2e_a1_a3;calculated_co2e_a4;total_co2e;calculation_status
Froschmeier GmbH & Co. Betriebs KG;5600270;FUGENBLECH, blank 300 mm / 2,0 mm WU-RILI ca. 886 kg ca. 9 Rollen á ca. 30 m;186.14;m;S Base Fundament für temporäre Gebäude und Konstruktionen (Solidum EST AS);'Metalle' / 'Stahl und Eisen' / 'Stahlprofile';0.0825;pcs.;0.0;14.8912;14.8912;Error: Unit 'pcs.' not supported
Rohrdorfer Transportbeton München GmbH & Co. KG;100;Mindermengenzuschlag;183.0;m³;Getuftete Teppichbahnenware mit 100% recyceltem PA6 Polmaterial und textilem Rücken, LC5;'Kunststoffe' / 'Bodenbeläge' / 'Textile Bodenbeläge';0.0989;qm;0.0;14.64;14.64;Error: Unit 'qm' not supported
Sülzle Stahlpartner GmbH;ZL48;Radialbiegungen;183.0;Stk;Beton C30/37 XC4 XF1 XA1 F3 16 M ECOPact, Rezept Nummer DA5234-DSZK Version 1, Transportbetonwerk Aachen-Haaren, Germany;'Mineralische Baustoffe' / 'Mörtel und Beton' / 'Beton';0.0815;m3;13.3768;14.64;28.0168;Success: m³ unit
Sülzle Stahlpartner GmbH;SBAS19;Abstandhalter  SBA - S 19;175.0;Stk;Beton C20/25 XC1 XC2 F3 16 M ECOPact, Rezept Nummer DI3234-BHZK Version 1, Transportbetonwerk Tönisvorst, Germany;'Mineralische Baustoffe' / 'Mörtel und Beton' / 'Beton';0.0913;m3;11.0225;14.0;25.0225;Success: m³ unit
Rohrdorfer Transportbeton Rosenheim-Söchtenau GmbH;66742350;C30/37 XD2/XF2/XF3/XA2 F4 16 L  ZTV-Ing.;174.0;m³;basicDIM Wireless G2;'Gebäudetechnik' / 'Elektro' / 'Beleuchtung';0.0876;pcs.;0.0;13.92;13.92;Error: Unit 'pcs.' not supported
Rohrdorfer Transportbeton Oberland GmbH & Co. KG;15342100;C25/30 XC4/XF1 F4 16 M Außenbauteile;172.0;m³;TECTON C LED5500-840 L1500 WB LDE WH;'Gebäudetechnik' / 'Elektro' / 'Beleuchtung';0.0824;pcs.;0.0;13.76;13.76;Error: Unit 'pcs.' not supported
Rohrdorfer Transportbeton Rosenheim-Söchtenau GmbH;67842652;C35/45 XC4/XD3/XF2/XF3/XA3 F4 16 M ZTV-Ing;167.75;m³;JUST E3 PLUG&PLAY KIT MANUALTEST LIFEPO4;'Gebäudetechnik' / 'Elektro' / 'Beleuchtung';0.0902;pcs.;0.0;13.42;13.42;Error: Unit 'pcs.' not supported
Rohrdorfer Transportbeton München GmbH & Co. KG;17842100;C35/45 XC4/XD3/XF3/XA3  F4 16 M Industriebau;162.25;m³;COMAX Rückbiegeanschluss-System;'Metalle' / 'Stahl und Eisen' / 'Betonstabstahl';0.0905;kg;90.0488;12.98;103.0288;Success: kg unit
KRAFT Baustoffe GmbH;1030360017;Dörken Delta-NB Noppenbahn 20x2.00m ;160.0;m²;Textiler Bodenbelag Kugelgarn - Reval® Modul;'Kunststoffe' / 'Bodenbeläge' / 'Textile Bodenbeläge';0.0896;qm;0.0;12.8;12.8;Error: Unit 'qm' not supported
Sülzle Stahlpartner GmbH;SBAS15;Abstandhalter SBA - S 15;150.0;Stk;Produkte auf Basis Polyurethan oder silanmodifiziertem Polymer, Gruppe 4;'Beschichtungen' / 'Reaktionsharze' / 'Reaktionsharze auf PU-Basis';0.0929;kg;953.25;12.0;965.25;Success: kg unit
Stark Deutschland GmbH;155410;BAUMIT ZementMauermörtel ZM 92 hochbe- lastbar Körn. 0-4 mm grau 35 kg/Sa;144.0;Säcke;Walzplattiertes Grobblech mit UNS N06625 / 2.4856 Auflage;'Metalle' / 'Stahl und Eisen' / 'Stahlbleche';0.0772;kg;728167.0634;11.52;728178.5834;Success: kg unit
Rohrdorfer Transportbeton Rosenheim-Söchtenau GmbH;17843200;C35/45 XC4/XD3/XF2/XF3/XA3 F4 32 S Industriebau;143.5;m³;LCO 90/200-1050/176 o4a NF C EXC3;'Gebäudetechnik' / 'Elektro' / 'Beleuchtung';0.0893;pcs.;0.0;11.48;11.48;Error: Unit 'pcs.' not supported
Rohrdorfer Transportbeton München GmbH & Co. KG;19842200;C45/55 XC4/XD3/XF2/XF3/XA3 F4 16 S Industriebau;134.75;m³;JUST E3 PLUG&PLAY KIT MANUALTEST LIFEPO4;'Gebäudetechnik' / 'Elektro' / 'Beleuchtung';0.1018;pcs.;0.0;10.78;10.78;Error: Unit 'pcs.' not supported
Adolf Würth GmbH & Co. KG;5929121025961   25;DBL-(W-BS/S)-(A2K)-SW15-5-25-10X80;125.0;Stk;Austrotherm Resolution® Fassade;'Dämmstoffe' / 'Phenolharz-Hartschaum (PF)' / 'PF-Platten';0.0912;qm;0.0;10.0;10.0;Error: Unit 'qm' not supported
Sülzle Stahlpartner GmbH;SBAS11;Abstandhalter  SBA - S 11;125.0;Stk;Entwässerungstechnik - Viega GmbH & Co. KG - Rückstauverschlüsse;'Gebäudetechnik' / 'Sanitär' / 'Armaturen';0.1003;pcs.;0.0;10.0;10.0;Error: Unit 'pcs.' not supported
Froschmeier GmbH & Co. Betriebs KG;5600270;FUGENBLECH, blank 300 mm / 2,0 mm WU-RILI ca. 4,76 kg / m 4 Rollen á ca. 30,62 m;122.48;m;Fingerschutz-Systeme - athmer oHG - Bandseitige Schutzprofile;'Komponenten von Fenstern und Vorhangfassaden' / 'Zubehör für Fenster, Fassaden, Türen und Tore' / 'Fingerschutzsysteme';0.0814;m;0.0;9.7984;9.7984;Error: Unit 'm' not supported
Rohrdorfer Transportbeton Oberland GmbH & Co. KG;17742100;C35/45 XC4/XD2/XF2/XF3/XA2 F4 16 M Industriebau;121.0;m³;Beton C20/25 XC1 XC2 F3 16 M ECOPact, Rezept Nummer NI3234-BHZS Version 1, Transportbetonwerk Ginsheim-Gustavsburg, Germany;'Mineralische Baustoffe' / 'Mörtel und Beton' / 'Beton';0.0979;m3;6.9145;9.68;16.5945;Success: m³ unit
HTI Gienger KG;SN10150300;Kanalrohr Awadukt SN10 DN150x3000mm;120.0;m;LCA 75W 350-1050mA one4all lp PRE;'Gebäudetechnik' / 'Elektro' / 'Beleuchtung';0.0989;pcs.;0.0;9.6;9.6;Error: Unit 'pcs.' not supported
Schneebecke & Dorn + Co. GmbH;SOU110426;Soudafoam Gun Brunnenschaum B3;120.0;Stk;Sylodyn®, Elastomer aus geschlossenzelligem PU;'Dämmstoffe' / 'Polyurethan-Hartschaum (PU)' / 'PU Blockschaum';0.088;qm;0.0;9.6;9.6;Error: Unit 'qm' not supported
Stark Deutschland GmbH;1285721;X-FOAM MSP GK, rau 0,033 200 kPa 1250/600/20 mm;112.0;Stk;CR Profil (Chloropren-Kautschuk);'Komponenten von Fenstern und Vorhangfassaden' / 'Dichtungskomponenten / -materialien' / 'Dichtprofile';0.094;m;0.0;8.96;8.96;Error: Unit 'm' not supported
Schneebecke & Dorn + Co. GmbH;EDE4317784181600;Drahtstift vers. blank;110.0;Stk;DPM ISO-Stroh - Stroh Einblasdämmung;'Dämmstoffe' / 'Stroh' / 'Strohfasern';0.083;m3;0.0;8.8;8.8;Success: m³ unit
HTI Gienger KG;SICKUVR300VS;Versickerrohr Sicku-Pipe 300 TP;108.0;m;SERENITE  - getufteter Teppichboden;'Kunststoffe' / 'Bodenbeläge' / 'Textile Bodenbeläge';0.0953;qm;0.0;8.64;8.64;Error: Unit 'qm' not supported
Stang GmbH & Co. KG;2060610327;Saint Gobain Akustic HWP 1 WLG040;105.0;m²;AWADUKT nevoPP SN10;'Kunststoffe' / 'Rohre' / 'Abwasserrohre';0.0923;kg;77.9485;8.4;86.3485;Success: kg unit
Adolf Würth GmbH & Co. KG;005712 45 005  100;SHR-6KT-DIN933-8.8-SW19-(A2K)-M12X45;100.0;Stk;Nadelschnittholz - frisch (Durchschnitt DE);'Holz' / 'Vollholz' / 'Bau-Schnittholz';0.0846;m3;0.0;8.0;8.0;Success: m³ unit
Sülzle Stahlpartner GmbH;SBAS8;Abstandhalter  SBA - S 8;100.0;Stk;Beton C30/37 XC4 XF1 XA1 F3 16 M ECOPact, Rezept Nummer DA5234-DSZK Version 1, Transportbetonwerk Kalkar, Germany;'Mineralische Baustoffe' / 'Mörtel und Beton' / 'Beton';0.0916;m3;6.868;8.0;14.868;Success: m³ unit
Adolf Würth GmbH & Co. KG;5929126015961  100;DBL-(W-BS/S)-(A2K)-SW13-10-15-6X50;100.0;Stk;Rasterleuchte Deckenintegriert 2x T5-28W (LFL);'Gebäudetechnik' / 'Elektro' / 'Beleuchtung';0.0852;pcs.;0.0;8.0;8.0;Error: Unit 'pcs.' not supported
Froschmeier GmbH & Co. Betriebs KG;5513051;INTEC® FUGENBLECHKLAMMER für Injektionsschlauch IFBK keine Lagerware! Nur bei umgehender Bestellung für Mo. 01.09.2025;100.0;Stk;Beton C25/30 XC4 XF1 XA1 F3 16 L ECOPact, Rezept Nummer DA4232-DHMK Version 1, Transportbetonwerk Düsseldorf-Rath, Germany;'Mineralische Baustoffe' / 'Mörtel und Beton' / 'Beton';0.1005;m3;5.7568;8.0;13.7568;Success: m³ unit
Adolf Würth GmbH & Co. KG;5929126025961  100;BETSHR-(W-BS/S)-(A2K)-SW13-5-25-6X60;100.0;Stk;Beton-Flüssigfarbe mit Eisenoxid (REMEI & BPB GmbH & Co. KG);'Mineralische Baustoffe' / 'Pigmente' / 'Anorganische Pigmente';0.0825;kg;103.0338;8.0;111.0338;Success: kg unit
Schneebecke & Dorn + Co. GmbH;EDE4317784181563;Drahtstift vers. blank;100.0;Stk;DPM ISO-Stroh - Stroh Einblasdämmung;'Dämmstoffe' / 'Stroh' / 'Strohfasern';0.083;m3;0.0;8.0;8.0;Success: m³ unit
Adolf Würth GmbH & Co. KG;041110 40 005  100;SHB-KOTFLG-TOLDIN522-(A2K)-10,5X40X2;100.0;Stk;Bewehrungs- und Befestigungssystem - solidian GmbH - solidian REBAR;'Komposite' / 'Systembauteile' / 'Bewehrung';0.1156;kg;271.0;8.0;279.0;Success: kg unit
Adolf Würth GmbH & Co. KG;041112 40 005  100;SHB-KOTFLG-TOLDIN522-(A2K)-13,0X40X2,0;100.0;Stk;Portlandzement CEM I;'Mineralische Baustoffe' / 'Bindemittel' / 'Zement';0.0804;kg;66500.0;8.0;66508.0;Success: kg unit
Froschmeier GmbH & Co. Betriebs KG;6440154;STRECKMETALL - TITAN verzahnt 0,7mm 240 x 80 cm 1 Pal. = 100 Stück / 192 qm;100.0;Stk;Gas-Brennwertgerät 120-400 kW (Standgerät);'Gebäudetechnik' / 'Heizung' / 'Wärmeerzeuger';0.0894;pcs.;0.0;8.0;8.0;Error: Unit 'pcs.' not supported
HTI Gienger KG;DRRF100S;Dränrohr DN 100 flexibel gelb PVC-U;100.0;m;ANNA VARIOFLEX 3 Q622 4400 830/35/40;'Gebäudetechnik' / 'Elektro' / 'Beleuchtung';0.0939;pcs.;0.0;8.0;8.0;Error: Unit 'pcs.' not supported
Rohrdorfer Transportbeton Oberland GmbH & Co. KG;17742200;C35/45 XC4/XD2/XF2/XF3/XA2 F4 16 S Industriebau;93.0;m³;Masterdenz 100 7.3n, Mix Design ID: RMBLOCK02 MAO (7) 1 16/12/2024, Pflanze: Callow, Vereinigtes Königreich;'Mineralische Baustoffe' / 'Steine und Elemente' / 'Betonfertigteile und Betonwaren';0.0895;qm;0.0;7.44;7.44;Error: Unit 'qm' not supported
Berger Bau- und Industriebedarf GmbH;34999-SF;Frank Stremaform Arbeitsfugenabstellung Standardelement;91.2;m;Folientapes;'Beschichtungen' / 'Innenbeschichtungen' / 'Dispersionsklebstoffe';0.0921;qm;0.0;7.296;7.296;Error: Unit 'qm' not supported
Rohrdorfer Transportbeton München GmbH & Co. KG;15343200;C25/30 XC4/XF1 F4 32 S Außenbauteile;90.0;m³;Kunststoffteil aus laminiertem Polyesterharz (GFK, 30% Glasfaseranteil);'Kunststoffe' / 'Profile' / 'Kunststoffprofile hart';0.0901;kg;320.0634;7.2;327.2634;Success: kg unit
Ganser Beton GmbH & Co. KG;17743100;C35/45 XC4/XD2/XF2/XF3/XA2 F4 32 M Industriebau;88.25;Stk;Heradesign Fine 25 mm;'Holz' / 'Holzwerkstoffe' / 'Holzzementplatten';0.0841;qm;0.0;7.06;7.06;Error: Unit 'qm' not supported
Ganser Beton GmbH & Co. KG;17842100;C35/45 XC4/XD3/XF3/XA3  F4 16 M Industriebau;88.25;Stk;COMAX Rückbiegeanschluss-System;'Metalle' / 'Stahl und Eisen' / 'Betonstabstahl';0.0905;kg;48.9788;7.06;56.0388;Success: kg unit
Rohrdorfer Transportbeton München GmbH & Co. KG;15341100;C25/30 XC4/XF1 F4 8 M Außenbauteile;85.25;m³;LC 13/50-300/54 bDW NF SR PRE4;'Gebäudetechnik' / 'Elektro' / 'Beleuchtung';0.0836;pcs.;0.0;6.82;6.82;Error: Unit 'pcs.' not supported
Peikko Deutschland GmbH;10795000;PSB double modified® PSB Double Modified, 20/335 ID9d3;80.0;Stk;LCA 50W 350-1050mA one4all lp PRE;'Gebäudetechnik' / 'Elektro' / 'Beleuchtung';0.0816;pcs.;0.0;6.4;6.4;Error: Unit 'pcs.' not supported
Froschmeier GmbH & Co. Betriebs KG;7400050;MAUERANSCHLUSSSCHIENE 25/15 D L=2,50m (40 Stk=1 Bd);80.0;Stk;PE-HD mit PP-Vlies zur Abdichtung;'Kunststoffe' / 'Folien und Vliese' / 'Folien zur Abdichtung';0.1039;qm;0.0;6.4;6.4;Error: Unit 'qm' not supported
Rohrdorfer Transportbeton Rosenheim-Söchtenau GmbH;14242100;C20/25 XC1/XC2/XC3 F4 16 M Feuchträume;77.0;m³;holzius ? Vollholzelemente (Update);'Holz' / 'Vollholz' / 'Konstruktionsvollholz';0.0982;m3;0.0;6.16;6.16;Success: m³ unit
Sülzle Stahlpartner GmbH;ZLZUBIEGEREI;Frachtzuschlag;76.0;Stk;Designboden DISANO;'Holz' / 'Holzböden' / 'Mehrschichtig modulare Bodenbeläge';0.081;qm;0.0;6.08;6.08;Error: Unit 'qm' not supported
Rohrdorfer Transportbeton Oberland GmbH & Co. KG;30030;dynamIQ retard S-02;73.16999999999999;m³;Beton C25/30 XC4 XF1 XA1 F3 32 M EcoPact, Rezept Nummer DA4334-DNZK Version 1, Transportbetonwerk Aachen-Haaren, Germany;'Mineralische Baustoffe' / 'Mörtel und Beton' / 'Beton';0.0954;m3;4.6244;5.8536;10.478;Success: m³ unit
Stark Deutschland GmbH;250773;P&T 2011 EuroGrout Plast 04 Unterstopfmörtel Körn. 0-4 mm 25 kg/Sa;72.0;Säcke;Sirux Luminaire (LTS Licht & Leuchten GmbH);'Gebäudetechnik' / 'Elektro' / 'Beleuchtung';0.0868;pcs.;0.0;5.76;5.76;Error: Unit 'pcs.' not supported
Froschmeier GmbH & Co. Betriebs KG;8900050;BINDEDRAHT-Röllchen,Drahtmaus 1,4 mm geglüht, im Eimer;72.0;Eim;RHEINZINK-CLASSIC® walzblank;'Metalle' / 'Zink' / 'Zinkbleche';0.0817;kg;216.1656;5.76;221.9256;Success: kg unit
Froschmeier GmbH & Co. Betriebs KG;8900540;BINDEDRAHT-Röllchen, Drahtmaus 1,4 verz. verzinkt, im Eimer;72.0;Eim;Entrauchungsklappe EKM90;'Gebäudetechnik' / 'Klimatisierung und Lüftung' / 'Zubehör';0.0821;pcs.;0.0;5.76;5.76;Error: Unit 'pcs.' not supported
Berger Bau- und Industriebedarf GmbH;36400;"Spannstab \""Dywidag\""  D 15mm \/ Länge 2.500mm";70.0;Stk;Automatic Revolving Door KTV A;'Komponenten von Fenstern und Vorhangfassaden' / 'Türen und Tore' / 'Aluminium';0.1026;qm;0.0;5.6;5.6;Error: Unit 'qm' not supported
Rohrdorfer Transportbeton München GmbH & Co. KG;16342200;C30/37 XC4/XF1/XA1 F4 16 S Außenbauteile;69.5;m³;Rotguss-Bauteil;'Metalle' / 'Kupfer' / 'Schmiede- und Gussteile aus Kupfer und Messing';0.0938;kg;109.9124;5.56;115.4724;Success: kg unit
Ganser Beton GmbH & Co. KG;15343100;C25/30 XC4/XF1 F4 32 M Außenbauteile;68.5;Stk;Ytong Porenbeton 3.5/0.50 RO;'Mineralische Baustoffe' / 'Steine und Elemente' / 'Porenbeton';0.0884;m3;31.5373;5.48;37.0173;Success: m³ unit
Rohrdorfer Transportbeton München GmbH & Co. KG;17842200;C35/45 XC4/XD3/XF2/XF3/XA3 F4 16 S Industriebau;65.25;m³;DOMEX Dachflächenfenster;'Komponenten von Fenstern und Vorhangfassaden' / 'Tageslichtsysteme und Rauch- / Wärmeabzugsanlagen ' / 'Oberlichter';0.0777;qm;0.0;5.22;5.22;Error: Unit 'qm' not supported
Ganser Beton GmbH & Co. KG;15342100;C25/30 XC4/XF1 F4 16 M Außenbauteile;64.5;Stk;TECTON C LED5500-840 L1500 WB LDE WH;'Gebäudetechnik' / 'Elektro' / 'Beleuchtung';0.0824;pcs.;0.0;5.16;5.16;Error: Unit 'pcs.' not supported
Froschmeier GmbH & Co. Betriebs KG;2200120;UFIX-Flächenstab m.A. 25mm PVC-frei Ausführung strong, DBV-/WU geprüft;64.0;Stk;ED 100/ED 250;'Komponenten von Fenstern und Vorhangfassaden' / 'Antriebssysteme' / 'elektrisch';0.0855;pcs.;0.0;5.12;5.12;Error: Unit 'pcs.' not supported
Rohrdorfer Transportbeton Rosenheim-Söchtenau GmbH;919;Maut/Selbstabholer;62.0;m³;Spanplatte, melaminbeschichtet;'Holz' / 'Holzwerkstoffe' / 'Spanplatten';0.0947;qm;0.0;4.96;4.96;Error: Unit 'qm' not supported
Rohrdorfer Transportbeton Rosenheim-Söchtenau GmbH;460;Mindermengenzuschlag;60.75;m³;Getuftete Teppichbahnenware mit 100% recyceltem PA6 Polmaterial und textilem Rücken, LC5;'Kunststoffe' / 'Bodenbeläge' / 'Textile Bodenbeläge';0.0989;qm;0.0;4.86;4.86;Error: Unit 'qm' not supported
Rohrdorfer Transportbeton München GmbH & Co. KG;111;Verzögerer bis 3,0 Stunden;60.0;m³;Glaselemente - LAMILUX Heinrich Strunz GmbH - Flachdach Fenster FE F3 (2025);'Komponenten von Fenstern und Vorhangfassaden' / 'Tageslichtsysteme und Rauch- / Wärmeabzugsanlagen ' / 'Oberlichter';0.0931;qm;0.0;4.8;4.8;Error: Unit 'qm' not supported
Rohrdorfer Transportbeton München GmbH & Co. KG;15333100;C25/30 XC4/XF1 F3 32 M Außenbauteile;60.0;m³;Stahlprofil verzinkt (Elektrolichtbogenroute, hoher Schrottanteil);'Metalle' / 'Stahl und Eisen' / 'Stahlprofile';0.0795;kg;87.5195;4.8;92.3195;Success: kg unit
Holz Kogler GmbH & Co. KG;1213;FILM20 EUKALYPTUS;59.375;m²;Getuftete Teppichbahnenware mit 100% recyceltem PA6 Polmaterial und textilem Rücken, LC3;'Kunststoffe' / 'Bodenbeläge' / 'Textile Bodenbeläge';0.0814;qm;0.0;4.75;4.75;Error: Unit 'qm' not supported
Rohrdorfer Transportbeton München GmbH & Co. KG;15342161;C25/30 XC4/XF1/XA1 F4 16 M   hWe;56.0;m³;Boden- und Wegebeläge ? GreenWorld Products ? TerraWay 50mm;'Mineralische Baustoffe' / 'Steine und Elemente' / 'Substrate';0.1007;qm;0.0;4.48;4.48;Error: Unit 'qm' not supported
Ganser Beton GmbH & Co. KG;100;Mindermengenzuschlag;52.5;Stk;Getuftete Teppichbahnenware mit 100% recyceltem PA6 Polmaterial und textilem Rücken, LC5;'Kunststoffe' / 'Bodenbeläge' / 'Textile Bodenbeläge';0.0989;qm;0.0;4.2;4.2;Error: Unit 'qm' not supported
Adolf Würth GmbH & Co. KG;5929128055961   50;BETSHR-(W-BS/S)-(A2K)-SW13-35-55-8X100;50.0;Stk;Transparente Platten PMMA, extrudiert;'Kunststoffe' / 'Kunststoffprofile elastisch' / 'Transparente Platten';0.0821;m3;246.944;4.0;250.944;Success: m³ unit
Berger Bau- und Industriebedarf GmbH;36494;Arbeitsfugenband (Siloband) ASF 80\/5, mit AbP;50.0;m;PURESIGN 150 P MSW ECD ERI WH;'Gebäudetechnik' / 'Elektro' / 'Beleuchtung';0.0859;pcs.;0.0;4.0;4.0;Error: Unit 'pcs.' not supported
Sülzle Stahlpartner GmbH;SBAS11;Abstandhalter SBA - S 11;50.0;Stk;Beton C25/30 XC4 XF1 XA1 F3 16 M ECOPact, Rezept Nummer DA4234-DNZK Version 1, Transportbetonwerk Coesfeld, Germany;'Mineralische Baustoffe' / 'Mörtel und Beton' / 'Beton';0.101;m3;3.3764;4.0;7.3764;Success: m³ unit
Adolf Würth GmbH & Co. KG;005712 80 005   50;SHR-6KT-DIN933-8.8-SW19-(A2K)-M12X80;50.0;Stk;Organisch beschichtetes Stahlband;'Metalle' / 'Stahl und Eisen' / 'Stahlbleche';0.089;kg;122641.148;4.0;122645.148;Success: kg unit
Schneebecke & Dorn + Co. GmbH;RY004017081000160040;Sechskantschrauben ISO 4017 45877 M 16 x 40 galv.;50.0;Stk;Blendrahmen EDW;'Komponenten von Fenstern und Vorhangfassaden' / 'Dichtungskomponenten / -materialien' / 'Dichtprofile';0.0805;qm;0.0;4.0;4.0;Error: Unit 'qm' not supported
Froschmeier GmbH & Co. Betriebs KG;5513032;INTEC® STANDARD 100m/Rolle   AbP 100m/Rolle +++ Service Rollenanschnitt! +++;50.0;m;TOPIQ Efficient pro Hygena;'Mineralische Baustoffe' / 'Steine und Elemente' / 'Deckenplatten';0.0806;qm;0.0;4.0;4.0;Error: Unit 'qm' not supported
Schneebecke & Dorn + Co. GmbH;HECO48421;MULTI-MONTI-plus Sechskantkopf mit angepresster Sc;50.0;Stk;Fenstergriff;'Komponenten von Fenstern und Vorhangfassaden' / 'Beschläge' / 'Fenstergriffe';0.0925;pcs.;0.0;4.0;4.0;Error: Unit 'pcs.' not supported
Stark Deutschland GmbH;506615;HASIT KOBA Bau- & Fliesenkleber 25 kg/Sa;48.0;Säcke;RAVATHERM? XPS (X) Isolierung aus extrudiertem Polystyrolschaum mit halogenfreiem Treibmittel;'Dämmstoffe' / 'Extrudiertes Polystyrol (XPS)' / 'XPS weiß';0.0949;m3;130.9386;3.84;134.7786;Success: m³ unit
Ganser Beton GmbH & Co. KG;11043100;C8/10 X0 F4 32 L unbewehrt;47.0;Stk;Designboden DISANO;'Holz' / 'Holzböden' / 'Mehrschichtig modulare Bodenbeläge';0.0858;qm;0.0;3.76;3.76;Error: Unit 'qm' not supported
Berger Bau- und Industriebedarf GmbH;751705;Schwindrohr SR 9 (88mm);44.0;m;Beton C25/30 XC4 XF1 XA1 F3 16 M ECOPact, Rezept Nummer DA4234-DHFS Version 1, Transportbetonwerk Plettenberg, Germany;'Mineralische Baustoffe' / 'Mörtel und Beton' / 'Beton';0.0945;m3;3.0932;3.52;6.6132;Success: m³ unit
Rohrdorfer Transportbeton München GmbH & Co. KG;15333161;C25/30 XC4/XF1/XA1 F3 32 M   hWe;42.0;m³;Schotter 16/32;'Mineralische Baustoffe' / 'Zuschläge' / 'Naturstein';0.0975;kg;0.3477;3.36;3.7077;Success: kg unit
Stark Deutschland GmbH;1090540;RAW Mauermörtel M5 30 kg/Sa;42.0;Säcke;Kentaur;'Komponenten von Fenstern und Vorhangfassaden' / 'Türen und Tore' / 'Stahl';0.0928;pcs.;0.0;3.36;3.36;Error: Unit 'pcs.' not supported
HTI Gienger KG;SICKUVR300;Versickerrohr Sicku-Pipe DN 300ungelocht;42.0;m;Türschließer TS 92 Contur;'Komponenten von Fenstern und Vorhangfassaden' / 'Beschläge' / 'Stahlbeschläge';0.0854;pcs.;0.0;3.36;3.36;Error: Unit 'pcs.' not supported
Ganser Beton GmbH & Co. KG;17733100;C35/45 XC4/XD2/XF2/XF3/XA2 F3 32 M Industriebau;41.0;Stk;Heradesign Superfine Alpha+ 35 mm;'Holz' / 'Holzwerkstoffe' / 'Holzzementplatten';0.0924;qm;0.0;3.28;3.28;Error: Unit 'qm' not supported
Stang GmbH & Co. KG;2070720369;XPS   X-FOAM WAFER GK;40.5;m²;Beton C25/30 XC4 XF1 XA1 F3 32 M EcoPact, Rezept Nummer NA4334-DHZK Version 1, Transportbetonwerk Babenhausen, Germany;'Mineralische Baustoffe' / 'Mörtel und Beton' / 'Beton';0.0969;m3;2.7246;3.24;5.9646;Success: m³ unit
Schneebecke & Dorn + Co. GmbH;EDE4317784181488;Drahtstift vers. blank;40.0;Stk;DPM ISO-Stroh - Stroh Einblasdämmung;'Dämmstoffe' / 'Stroh' / 'Strohfasern';0.083;m3;0.0;3.2;3.2;Success: m³ unit
Sülzle Stahlpartner GmbH;SM20A;Peikko-Modix SM 20-Muffenteil A (CE 0432);40.0;Stk;Nassfilzkaschierte Mineraldeckenplatten (PT);'Mineralische Baustoffe' / 'Steine und Elemente' / 'Deckenplatten';0.1019;qm;0.0;3.2;3.2;Error: Unit 'qm' not supported
Froschmeier GmbH & Co. Betriebs KG;5131077;DICHTUNGSROHR Q1  L=4,00m d=88mm für WS bis 30cm;40.0;m;Flachglas ? PRESS GLASS Holding SA ? Floatglas;'Komponenten von Fenstern und Vorhangfassaden' / 'Füllungen' / 'Transparente Füllungen';0.0839;qm;0.0;3.2;3.2;Error: Unit 'qm' not supported
Ganser Beton GmbH & Co. KG;15342200;C25/30 XC4/XF1 F4 16 S Außenbauteile;39.0;Stk;ARGUS halbhohe Sensorbarrieren;'Komponenten von Fenstern und Vorhangfassaden' / 'Türen und Tore' / 'Aluminium';0.0902;pcs.;0.0;3.12;3.12;Error: Unit 'pcs.' not supported
Ganser Beton GmbH & Co. KG;17742100;C35/45 XC4/XD2/XF2/XF3/XA2 F4 16 M Industriebau;38.5;Stk;Beton C20/25 XC1 XC2 F3 16 M ECOPact, Rezept Nummer NI3234-BHZS Version 1, Transportbetonwerk Ginsheim-Gustavsburg, Germany;'Mineralische Baustoffe' / 'Mörtel und Beton' / 'Beton';0.0979;m3;2.2001;3.08;5.2801;Success: m³ unit
Ganser Beton GmbH & Co. KG;104;Samstagszuschlag manuell;38.0;Stk;Kunststoffteil aus laminiertem Polyesterharz (GFK, 30% Glasfaseranteil);'Kunststoffe' / 'Profile' / 'Kunststoffprofile hart';0.0907;kg;135.1379;3.04;138.1779;Success: kg unit
Holz Kogler GmbH & Co. KG;47;ZUSCHNITT;37.5;m;TECO SURFACE MOUNT BOX Q622;'Gebäudetechnik' / 'Elektro' / 'Beleuchtung';0.0972;pcs.;0.0;3.0;3.0;Error: Unit 'pcs.' not supported
Rohrdorfer Transportbeton München GmbH & Co. KG;12043100;C12/15 X0 F4 32 L unbewehrt;36.0;m³;Zementmörtel;'Mineralische Baustoffe' / 'Mörtel und Beton' / 'Mauermörtel';0.0805;m3;5.6643;2.88;8.5443;Success: m³ unit
Rohrdorfer Transportbeton München GmbH & Co. KG;15343100;C25/30 XC4/XF1 F4 32 M Außenbauteile;34.0;m³;Ytong Porenbeton 3.5/0.50 RO;'Mineralische Baustoffe' / 'Steine und Elemente' / 'Porenbeton';0.0884;m3;15.6535;2.72;18.3735;Success: m³ unit
Rohrdorfer Transportbeton München GmbH & Co. KG;17743200;C35/45 XC4/XD2/XF2/XF3/XA2 F4 32 S Industriebau;33.25;m³;Beton C20/25 XC1 XC2 F3 16 M ECOPact, Rezept Nummer DI3234-BNZK Version 1, Transportbetonwerk Brüggen Bracht, Germany;'Mineralische Baustoffe' / 'Mörtel und Beton' / 'Beton';0.0871;m3;2.1061;2.66;4.7661;Success: m³ unit
