Lieferant;Artikel-Nummer;Artikel;Menge;Einheit;matched_material;matched_category;similarity_score;matched_oeko_unit;calculated_co2e_a1_a3;calculated_co2e_a4;total_co2e;calculation_status
Rohrdorfer Transportbeton München GmbH & Co. KG;15343100;C25/30 XC4/XF1 F4 32 M Außenbauteile;34.0;m³;QuadCore Paneele (ems-isolier QuadCore EMV und KS AWP-C);'Komposite' / 'Systembauteile' / 'Aussenwände';0.0894;qm;700.0968;2.72;702.8168;Success: Converted: 34.0 m² × 0.01m × 38.0 kg/m³ = 12.92 kg
Rohrdorfer Transportbeton München GmbH & Co. KG;17743200;C35/45 XC4/XD2/XF2/XF3/XA2 F4 32 S Industriebau;33.25;m³;Extrudierter Polystyrol Dämmstoff (XPS);'Dämmstoffe' / 'Extrudiertes Polystyrol (XPS)' / 'XPS weiß';0.0817;m3;3392.1474;2.66;3394.8074;Success: m³ unit
Rohrdorfer Transportbeton München GmbH & Co. KG;16342100;C30/37 XC4/XF1/XA1 F4 16 M Außenbauteile;33.0;m³;JULIE FLEX 1200 4200 840 COR MWS;'Gebäudetechnik' / 'Elektro' / 'Beleuchtung';0.0881;pcs.;675.4767;2.64;678.1167;Success: Converted: 33.0 pcs × 1.000 kg/pc = 33.00 kg
Rohrdorfer Transportbeton Rosenheim-Söchtenau GmbH;16542200;C30/37 XD1/XF1/XA1 F4 16 S Industriebau Sprühnebe;28.0;m³;Jansen Art'15 Türbreite x Höhe: 1230 mm x 2180 mm;'Komponenten von Fenstern und Vorhangfassaden' / 'Türen und Tore' / 'Stahl';0.0896;qm;14.1046;2.24;16.3446;Success: Converted: 28.0 m² × 0.01m = 0.280 m³
Rohrdorfer Transportbeton München GmbH & Co. KG;15332100;C25/30 XC4/XF1 F3 16 M Außenbauteile;25.5;m³;Feuerschutz-Stafeltor - Effertz Tore GmbH - EI90 Firewall;'Komponenten von Fenstern und Vorhangfassaden' / 'Türen und Tore' / 'Stahl';0.0955;qm;42.5442;2.04;44.5842;Success: Converted: 25.5 m² × 0.01m = 0.255 m³
Rohrdorfer Transportbeton Rosenheim-Söchtenau GmbH;13142100;C16/20 XC1/XC2 F4 16 M Innenbauteil;22.5;m³;Metalldeckenmembranen (0,6 mm, ohne akustische Füllung);'Metalle' / 'Stahl und Eisen' / 'Stahlbleche';0.0914;qm;29.2171;1.8;31.0171;Success: Converted: 22.5 m² × 0.01m × 5.76 kg/m³ = 1.30 kg
Rohrdorfer Transportbeton München GmbH & Co. KG;16343200;C30/37 XC4/XF1/XA1 F4 32 S Außenbauteile;22.5;m³;Mehrscheibenisolierglas ? PRESS GLASS Holding SA ? Mehrscheibenisolierglas 3-fach-Aufbau;'Komponenten von Fenstern und Vorhangfassaden' / 'Füllungen' / 'Transparente Füllungen';0.0871;qm;14.6542;1.8;16.4542;Success: Converted: 22.5 m² × 0.01m = 0.225 m³
Rohrdorfer Transportbeton München GmbH & Co. KG;11043100;C8/10 X0 F4 32 L unbewehrt;21.5;m³;Furnierte Holzböden mit HDF-Träger und Korkrücken (10-12 mm);'Holz' / 'Holzböden' / 'Mehrschichtig modulare Bodenbeläge';0.0817;qm;0.0;1.72;1.72;Success: Converted: 21.5 m² × 0.01m × 850.0 kg/m³ = 182.75 kg
Rohrdorfer Transportbeton München GmbH & Co. KG;17732200;C35/45 XC4/XD2/XF2/XF3/XA2 F3 16 S Industriebau;21.0;m³;Betonpflasterstein 8 cm anthrazit mit Vorsatz;'Mineralische Baustoffe' / 'Steine und Elemente' / 'Betonfertigteile und Betonwaren';0.0793;qm;9995.2415;1.68;9996.9215;Success: Converted: 21.0 m² × 0.01m × 2404.0 kg/m³ = 504.84 kg
Rohrdorfer Transportbeton Rosenheim-Söchtenau GmbH;16542100;C30/37 XD1/XF1/XA1 F4 16 M Industriebau Sprühnebel;19.75;m³;Beton C25/30/XC2 ECOPact Prime/GK32/F45, Rezept Nummer EP71502004005 Version 1, Transportbetonwerk Hafen Albern, Austria;'Mineralische Baustoffe' / 'Mörtel und Beton' / 'Beton';0.0898;m3;2061.1095;1.58;2062.6895;Success: m³ unit
Rohrdorfer Transportbeton München GmbH & Co. KG;17743100;C35/45 XC4/XD2/XF2/XF3/XA2 F4 32 M Industriebau;15.5;m³;Profiltafeln aus Stahl für Dach-, Wand- und Deckenkonstruktionen;'Metalle' / 'Stahl und Eisen' / 'Stahlprofile';0.0879;qm;3.5822;1.24;4.8222;Success: Converted: 15.5 m² × 0.01m = 0.155 m³
Rohrdorfer Transportbeton Rosenheim-Söchtenau GmbH;15342100;C25/30 XC4/XF1 F4 16 M Außenbauteile;15.5;m³;Vorhangfassade - VFF - Vorhangfassade aus Holz-Metallprofilen;'Komponenten von Fenstern und Vorhangfassaden' / 'Fassaden' / 'Sonstige Fassaden';0.0903;qm;16.8903;1.24;18.1303;Success: Converted: 15.5 m² × 0.01m = 0.155 m³
Rohrdorfer Transportbeton München GmbH & Co. KG;135;Wartezeit / Entladezeit Kulanz;15.25;m³;Dalmatiner Fassadendämmplatten 032;'Dämmstoffe' / 'Expandiertes Polystyrol (EPS)' / 'EPS grau-weiß';0.0868;m3;831.125;1.22;832.345;Success: m³ unit
Rohrdorfer Transportbeton Rosenheim-Söchtenau GmbH;15012100;C25/30 X0 C1 16 M  Randsteinmischung;15.0;m³;Betonpflasterstein 8 cm mit farbigem Vorsatz;'Mineralische Baustoffe' / 'Steine und Elemente' / 'Betonfertigteile und Betonwaren';0.0862;qm;7080.0729;1.2;7081.2729;Success: Converted: 15.0 m² × 0.01m × 2404.0 kg/m³ = 360.60 kg
Rohrdorfer Transportbeton München GmbH & Co. KG;17741100;C35/45 XC4/XD2/XF2/XF3/XA2 F4 8 M Industriebau;11.5;m³;QuadCore Paneele (ems-isolier QuadCore EMV und KS AWP-C);'Komposite' / 'Systembauteile' / 'Aussenwände';0.0916;qm;236.7975;0.92;237.7175;Success: Converted: 11.5 m² × 0.01m × 38.0 kg/m³ = 4.37 kg
Rohrdorfer Transportbeton München GmbH & Co. KG;102;Wartezeit / Entladezeit;11.45;m³;Knauf Ceiling Solutions Abhängesystem & Zubehör;'Metalle' / 'Stahl und Eisen' / 'Befestigungsmittel';0.0994;m;9.0912;0.916;10.0072;Success: Converted: 11.45 m × 1.000 kg/m = 11.45 kg
Rohrdorfer Transportbeton München GmbH & Co. KG;07040100;Schlämpe;10.0;m³;Spritzgegossene Polypropylenprodukte;'Kunststoffe' / 'Profile' / 'Kunststoffprofile elastisch';0.0951;kg;31.4801;0.8;32.2801;Success: kg unit
Rohrdorfer Transportbeton München GmbH & Co. KG;16332100;C30/37 XC4/XF1/XA1 F3 16 M Außenbauteile;10.0;m³;PANOS P R150 3k-940 LDO ANB AL WH;'Gebäudetechnik' / 'Elektro' / 'Beleuchtung';0.1132;pcs.;88.438;0.8;89.238;Success: Converted: 10.0 pcs × 1.000 kg/pc = 10.00 kg
Rohrdorfer Transportbeton Rosenheim-Söchtenau GmbH;16543100;C30/37 XD1/XF1/XA1 F4 32 M Industriebau Sprühnebel;10.0;m³;Beton C30/37 XC4 XF1 XA1 F3 16 M ECOPact, Rezept Nummer DA5234-DNFS Version 1, Transportbetonwerk Wilnsdorf, Germany;'Mineralische Baustoffe' / 'Mörtel und Beton' / 'Beton';0.09;m3;1671.324;0.8;1672.124;Success: m³ unit
Rohrdorfer Transportbeton München GmbH & Co. KG;19841200;C45/55 XC4/XD3/XF2/XF3/XA3 F4 8 S Industriebau;8.0;m³;ALPHA 1L Model C / UPS3 Model A / Solar Model B;'Gebäudetechnik' / 'Heizung' / 'Wärmeverteilung und Abgabe';0.0766;pcs.;111.2;0.64;111.84;Success: Converted: 8.0 pcs × 1.000 kg/pc = 8.00 kg
Rohrdorfer Transportbeton München GmbH & Co. KG;16341100;C30/37 XC4/XF1/XA1 F4 8 M Außenbauteile;8.0;m³;Beton C25/30 XC4 XF1 XA1 F3 16 M ECOPact, Rezept Nummer DA4234-DNFS Version 1, Transportbetonwerk Stadtallendorf, Germany;'Mineralische Baustoffe' / 'Mörtel und Beton' / 'Beton';0.0896;m3;1190.3443;0.64;1190.9843;Success: m³ unit
Rohrdorfer Transportbeton München GmbH & Co. KG;14142100;C20/25 XC1/XC2 F4 16 M Innenbauteile;7.75;m³;Woburn Rumpel 200x134x50 mm Graphit, Mix -Design -ID: LB5/DW50/3,3 RMCBP333 RMCBP333, Plant: Leighton Buzzard, Vereinigtes Königreich;'Mineralische Baustoffe' / 'Steine und Elemente' / 'Betonfertigteile und Betonwaren';0.0842;qm;1658.7821;0.62;1659.4021;Success: Converted: 7.75 m² × 0.01m × 2262.0 kg/m³ = 175.31 kg
Rohrdorfer Transportbeton München GmbH & Co. KG;101;Mautzuschlag pro m3;7.5;m³;Flachglas - Guardian Europe S.à r.l. - Unbeschichtetes Flachglas;'Komponenten von Fenstern und Vorhangfassaden' / 'Füllungen' / 'Transparente Füllungen';0.0774;qm;509.1938;0.6;509.7938;Success: Converted: 7.5 m² × 0.01m × 2500.0 kg/m³ = 187.50 kg
Rohrdorfer Transportbeton München GmbH & Co. KG;17733100;C35/45 XC4/XD2/XF2/XF3/XA2 F3 32 M Industriebau;5.25;m³;Holcim Fluvio 5 R Siloware Werk Höver;'Mineralische Baustoffe' / 'Bindemittel' / 'Zement';0.0774;kg;3048.1851;0.42;3048.6051;Success: kg unit
Rohrdorfer Transportbeton München GmbH & Co. KG;17841100;C35/45 XC4/XD3/XF3/XA3  F4 8 M Industriebau;5.0;m³;Sikaplan VGWT;'Kunststoffe' / 'Dachbahnen' / 'PVC-Dachbahnen';0.0793;qm;0.2086;0.4;0.6086;Success: Converted: 5.0 m² × 0.01m = 0.050 m³
Holz Kogler GmbH & Co. KG;993;BK10*12;4.374;m³;Flüssiggastank 2700 l/1,2 t (unterirdisch);'Gebäudetechnik' / 'Heizung' / 'Speicher';0.0891;pcs.;9278.7998;0.3499;9279.1498;Success: Converted: 4.374 pcs × 1.000 kg/pc = 4.37 kg
Holz Kogler GmbH & Co. KG;989;BK6*12;4.147;m³;Kontinuierlich gefärbte getuftete Fliesen, 100% recyceltes PA 6, mit CQuest Bio Sone Rückenbeschichtung;'Kunststoffe' / 'Bodenbeläge' / 'Textile Bodenbeläge';0.0845;qm;83.4073;0.3318;83.7391;Success: Converted: 4.147 m² × 0.01m × 507.0 kg/m³ = 21.03 kg
Holz Kogler GmbH & Co. KG;856;SBB.SCHMA;4.039;m³;Persönliche Verriegelung Orthos PIL-M02;'Komponenten von Fenstern und Vorhangfassaden' / 'Antriebssysteme' / 'elektrisch';0.0853;pcs.;27098.4588;0.3231;27098.7819;Success: Converted: 4.039 pcs × 1.000 kg/pc = 4.04 kg
Rohrdorfer Transportbeton Rosenheim-Söchtenau GmbH;02002000;Gesteinskörnung 8/16;4.0;m³;Spannbeton-Weichenschwellen, voestalpine;'Mineralische Baustoffe' / 'Mörtel und Beton' / 'Beton';0.0754;m;174.453;0.32;174.773;Success: Converted: 4.0 m × 1.000 kg/m = 4.00 kg
Rohrdorfer Transportbeton Rosenheim-Söchtenau GmbH;80;Heizungszuschlag;3.5;m³;PANOS SR R200 3k-940 LDO AL WH;'Gebäudetechnik' / 'Elektro' / 'Beleuchtung';0.0942;pcs.;39.4829;0.28;39.7629;Success: Converted: 3.5 pcs × 1.000 kg/pc = 3.50 kg
Rohrdorfer Transportbeton Rosenheim-Söchtenau GmbH;14012700;C20/25 X0 C1 16 M Randsteinmischung;3.5;m³;TECO SURFACE MOUNT BOX 12X3;'Gebäudetechnik' / 'Elektro' / 'Beleuchtung';0.0783;pcs.;3.2054;0.28;3.4854;Success: Converted: 3.5 pcs × 2.500 kg/pc = 8.75 kg
Holz Kogler GmbH & Co. KG;1222;BB.SCHMA;3.379;m³;Getuftete Teppichbahnenware mit 100% recyceltem PA6 Polmaterial und textilem Rücken, LC2;'Kunststoffe' / 'Bodenbeläge' / 'Textile Bodenbeläge';0.0901;qm;0.1919;0.2703;0.4622;Success: Converted: 3.379 m² × 0.01m = 0.034 m³
Rohrdorfer Transportbeton München GmbH & Co. KG;15331100;C25/30 XC4/XF1 F3 8 M Außenbauteile;3.0;m³;Hybrid-Pulverlack;'Beschichtungen' / 'Lacke und Lasuren' / 'Lacksysteme Metall';0.0802;kg;14.8922;0.24;15.1322;Success: kg unit
Rohrdorfer Transportbeton Rosenheim-Söchtenau GmbH;921;Schüttrohr-Entladung;3.0;m³;Metalldeckenmembranen (1 mm, mit Akustikvlies);'Metalle' / 'Stahl und Eisen' / 'Stahlbleche';0.0879;qm;6.9412;0.24;7.1812;Success: Converted: 3.0 m² × 0.01m × 7.81 kg/m³ = 0.23 kg
Rohrdorfer Transportbeton Rosenheim-Söchtenau GmbH;14232100;C20/25 XC1/XC2/XC3 F3 16 M Feuchträume;2.0;m³;Lehmpulver;'Mineralische Baustoffe' / 'Bindemittel' / 'Lehm';0.0847;kg;0.7046;0.16;0.8646;Success: kg unit
Rohrdorfer Transportbeton Rosenheim-Söchtenau GmbH;01010140;SZ 400 0/4 Sand mit Zement 400kg;2.0;m³;Fibrolith® 2-Schichtplatten aus mineralisch gebundener Holzwolle und Mineralwolledämmung;'Dämmstoffe' / 'Holzwolleplatten' / 'Holzwolleleichtbauplatten';0.0855;qm;0.2671;0.16;0.4271;Success: Converted: 2.0 m² × 0.01m = 0.020 m³
Rohrdorfer Transportbeton München GmbH & Co. KG;14242200;C20/25 XC1/XC2/XC3 F4 16 M Feuchträume;1.5;m³;EGOSILICON 100 ? EGOSILICON 110 ? EGOSILICON 111 ? EGOSILICON 120 ? EGOSILICON 151;'Kunststoffe' / 'Dichtmassen' / 'Silikon';0.0982;kg;10.231;0.12;10.351;Success: kg unit
Rohrdorfer Transportbeton Rosenheim-Söchtenau GmbH;01010160;SZ 600 0/4 Sand mit Zement 600kg;1.5;m³;Röhrenspanplatte (Durchschnitt DE);'Holz' / 'Holzwerkstoffe' / 'Spanplatten';0.0952;m3;0.0;0.12;0.12;Success: m³ unit
Rohrdorfer Transportbeton Rosenheim-Söchtenau GmbH;67841250;C35/45 XD3/XF2/XF3/XA3 F3 8 M  ZTV-Ing;1.5;m³;Beton C30/37 XC4 XF1 XA1 F3 16 M ECOPact, Rezept Nummer DA5234-DSZS Version 1, Transportbetonwerk Balve, Germany;'Mineralische Baustoffe' / 'Mörtel und Beton' / 'Beton';0.0958;m3;257.8311;0.12;257.9511;Success: m³ unit
Rohrdorfer Transportbeton Oberland GmbH & Co. KG;07040110;Schlämpe, abgemagert;1.0;m³;LENA VF 360 3500 830/35/40/57/65 MWS;'Gebäudetechnik' / 'Elektro' / 'Beleuchtung';0.0807;pcs.;10.2774;0.08;10.3574;Success: Converted: 1.0 pcs × 1.000 kg/pc = 1.00 kg
Rohrdorfer Transportbeton München GmbH & Co. KG;136;Entsorgung von Restbeton Kulanz;1.0;m³;Getuftete Fliesen mit einem Polmaterial aus 75% recyceltem Polyamid 6.6, einem maximalen Poleinsatzgewicht von 1000 g/m2 und einer CQuest Bio Schwerbeschichtung mit einem PET Akustikvlies Sone;'Kunststoffe' / 'Bodenbeläge' / 'Textile Bodenbeläge';0.1108;qm;387.8271;0.08;387.9071;Success: Converted: 1.0 m² × 0.15m × 438.0 kg/m³ = 65.70 kg
Rohrdorfer Transportbeton Rosenheim-Söchtenau GmbH;14012100;C20/25 X0 C1 16 M Randsteinmischung;1.0;m³;TECO SURFACE MOUNT BOX 12X3;'Gebäudetechnik' / 'Elektro' / 'Beleuchtung';0.0783;pcs.;0.9158;0.08;0.9958;Success: Converted: 1.0 pcs × 2.500 kg/pc = 2.50 kg
Rohrdorfer Transportbeton Oberland GmbH & Co. KG;16;Mindermenge;0.5;m³;Verbindungstechnik - Viega - Temponox Pressverbinder;'Metalle' / 'Edelstahl' / 'Edelstahl Trinkwasserrohre';0.1102;kg;4.33;0.04;4.37;Success: kg unit
Rohrdorfer Transportbeton München GmbH & Co. KG;107;Entsorgung von Restbeton;0.25;m³;Röhrenspanplatte (Durchschnitt DE);'Holz' / 'Holzwerkstoffe' / 'Spanplatten';0.0824;m3;0.0;0.02;0.02;Success: m³ unit
Rohrdorfer Transportbeton Oberland GmbH & Co. KG;30000;dynamIQ flow XL-30;0.0;m³;Gipsstein (CaSO4-Dihydrat);'Mineralische Baustoffe' / 'Bindemittel' / 'Gips';0.0809;kg;0.0;0.0;0.0;Error: Invalid quantity after conversion
Rohrdorfer Transportbeton München GmbH & Co. KG;30010;flow L-07;-31.76;m³;PVC Plastisol;'Kunststoffe' / 'Dichtmassen' / 'PVC';0.0783;kg;0.0;-2.5408;-2.5408;Error: Invalid quantity after conversion
BayWa AG;1918766;RAVATHERM XPS-DAEMMPLATTE 300 SL, ALLSEITIG STUFENFALZ,;27.0;Pack;Beton C25/30 XC4 XF1 XA1 F3 32 M EcoPact, Rezept Nummer DA4334-DHMS Version 1, Transportbetonwerk Münster, Germany;'Mineralische Baustoffe' / 'Mörtel und Beton' / 'Beton';0.0854;m3;4062.7636;2.16;4064.9236;Success: m³ unit
BayWa AG;1918766;RAVATH. XPS 300 SL 1265X615X100 SF;15.0;Pack;Holcim Pur 4 N Siloware Werk Lägerdorf;'Mineralische Baustoffe' / 'Bindemittel' / 'Zement';0.0972;kg;10738.9584;1.2;10740.1584;Success: kg unit
Berger Bau- und Industriebedarf GmbH;396045;Planschutztaschen DIN A0, 10er-Pack;10.0;Pack;RESCLITE PRO MRCR ESC E1DG5 WH;'Gebäudetechnik' / 'Elektro' / 'Beleuchtung';0.0852;pcs.;31.6197;0.8;32.4197;Success: Converted: 10.0 pcs × 1.000 kg/pc = 10.00 kg
Stark Deutschland GmbH;1393751;Federanker 90x103x22x0,7 mm vz, 100 St/Pkt;5.0;Pack;Fassadenfarbe Dispersionsfarbe;'Beschichtungen' / 'Fassadenfarben' / 'Dispersion';0.092;kg;10.7684;0.4;11.1684;Success: kg unit
BayWa AG;1490798;EXTE BETON-SCHLANGE M.NOPPEN BSN 35-80;2.0;Pal;basicDIM DGC;'Gebäudetechnik' / 'Elektro' / 'Beleuchtung';0.0743;pcs.;19.5257;0.16;19.6857;Success: Converted: 2.0 pcs × 1.000 kg/pc = 2.00 kg
BayWa AG;1951412;NEVOGA FASERBETON SCHLANGE MIT NOPPEN 35MM L=80CM;2.0;Pal;EPD Holzdachfenster - Roto Frank DST - RotoQ 3fach-Verglasung;'Komponenten von Fenstern und Vorhangfassaden' / 'Fenster' / 'Holzfenster';0.1083;qm;34.278;0.16;34.438;Success: Converted: 2.0 m² × 0.15m = 0.300 m³
BayWa AG;1363312;EXTE BETON-SCHLANGE O.NOPPEN BS 35-80;1.0;Pal;S Base Fundament für temporäre Gebäude und Konstruktionen (Solidum EST AS);'Metalle' / 'Stahl und Eisen' / 'Stahlprofile';0.0979;pcs.;38.6586;0.08;38.7386;Success: Converted: 1.0 pcs × 1.000 kg/pc = 1.00 kg
BayWa AG;1951404;NEVOGA FASERBE.  SCHLANGE O. NOP. 35-80;1.0;Pal;Designboden Modular ONE Hydron;'Kunststoffe' / 'Bodenbeläge' / 'PVC-Bodenbeläge';0.092;qm;0.115;0.08;0.195;Success: Converted: 1.0 m² × 0.01m = 0.010 m³
Froschmeier GmbH & Co. Betriebs KG;1123153;MARO®-Sichtbeton-Konus 22/10 weiß/rot für 22mm Rohr,  Dichtring/Ausblutschutz;24.0;Pkt;Brettsperrholz;'Holz' / 'Vollholz' / 'Konstruktionsvollholz';0.0849;m3;0.0;1.92;1.92;Success: m³ unit
Stark Deutschland GmbH;138877;Geficell PE Betondeckbahn 8 mm !Z L=50 m x B=1,5 m = 75 qm/Ro;10.0;Rolle(n);Gewebter Teppichboden, Poleinsatzmaterial max. 800 g/m² PA 6.6, wässriges Färbeverfahren;'Kunststoffe' / 'Bodenbeläge' / 'Textile Bodenbeläge';0.0873;qm;17.85;0.8;18.65;Success: Converted: 10.0 m² × 0.15m = 1.500 m³
BayWa AG;163935;PE-Silofolie Coex3 150µ 6x25m s/w;3.0;Rolle(n);Transparente Bauelemente - Rodeca GmbH - Lichtbauelement 40 mm;'Komponenten von Fenstern und Vorhangfassaden' / 'Füllungen' / 'Transparente Füllungen';0.0925;qm;0.4384;0.24;0.6784;Success: Converted: 3.0 m² × 0.005m = 0.015 m³
Stark Deutschland GmbH;208055;PE Kabelschutzrohr a. gewellt schwarz OD 110 mm RB=50 m SD m. Mu. o. DR;3.0;Rolle(n);Transparente Bauelemente - Rodeca GmbH - Lichtbauelement 50mm;'Komponenten von Fenstern und Vorhangfassaden' / 'Füllungen' / 'Transparente Füllungen';0.0856;qm;0.9741;0.24;1.2141;Success: Converted: 3.0 m² × 0.01m = 0.030 m³
Stark Deutschland GmbH;1179593;RAW/VOTEC PP Geotextil 155 g/qm GRK3 2 x 100 m, mechanisch verfestigt (HPQ)  >> VOTEC wird RAW << Qualität, die bleibt. Verlässlichkeit, die überzeugt.;1.0;Rolle(n);Heradesign Akustikplatten Euroklasse B;'Dämmstoffe' / 'Holzwolleplatten' / 'Holzwolleleichtbauplatten';0.0786;qm;0.0;0.08;0.08;Success: Converted: 1.0 m² × 0.01m = 0.010 m³
Stark Deutschland GmbH;1040846;RAW Zementmörtel 30 kg/Sa;210.0;Säcke;Sandwichelemente mit beidseitiger Deckschicht aus Stahl und einem Kern aus Mineralwolle;'Dämmstoffe' / 'Mineralwolle' / 'Mineralwolle';0.0925;qm;9950.5978;16.8;9967.3978;Success: Converted: 210.0 m² × 0.01m × 105.0 kg/m³ = 220.50 kg
Stark Deutschland GmbH;155410;BAUMIT ZementMauermörtel ZM 92 hochbe- lastbar Körn. 0-4 mm grau 35 kg/Sa;144.0;Säcke;Kompaktleuchtstofflampe 18W (Vorschaltgerät extern);'Gebäudetechnik' / 'Elektro' / 'Beleuchtung';0.0946;pcs.;31.4772;11.52;42.9972;Success: Converted: 144.0 pcs × 1.000 kg/pc = 144.00 kg
Stark Deutschland GmbH;250773;P&T 2011 EuroGrout Plast 04 Unterstopfmörtel Körn. 0-4 mm 25 kg/Sa;72.0;Säcke;Stiferite CLASS SK durchschnittlich dicke Platte;'Dämmstoffe' / 'Polyurethan-Hartschaum (PU)' / 'PIR-Hartschaum';0.0854;qm;204.619;5.76;210.379;Success: Converted: 72.0 m² × 0.01m × 34.7 kg/m³ = 24.98 kg
Stark Deutschland GmbH;506615;HASIT KOBA Bau- & Fliesenkleber 25 kg/Sa;48.0;Säcke;Korkplatten 1m2, 4 mm (generisch);'Holz' / 'Holzböden' / 'Kork';0.0869;qm;0.0;3.84;3.84;Success: Converted: 48.0 m² × 0.01m = 0.480 m³
Stark Deutschland GmbH;1090540;RAW Mauermörtel M5 30 kg/Sa;42.0;Säcke;Kippschalter (Lichtschalter);'Gebäudetechnik' / 'Elektro' / 'Schalter und Steckdosen';0.0928;pcs.;18.4716;3.36;21.8316;Success: Converted: 42.0 pcs × 1.000 kg/pc = 42.00 kg
BayWa AG;1294809;MAUTGEBUEHR/LOGISTIKZUSCHLAG;9.0;Service(s);basicDIM Wireless G2;'Gebäudetechnik' / 'Elektro' / 'Beleuchtung';0.0928;pcs.;13.0102;0.72;13.7302;Success: Converted: 9.0 pcs × 1.000 kg/pc = 9.00 kg
BayWa AG;94969;KRANGEBÜHR BAUSTOFFE PRO HUB;8.0;Service(s);Lüfter dezentral mit WRG (Wand & Decke) 60 m3/h;'Gebäudetechnik' / 'Klimatisierung und Lüftung' / 'Lüftungsanlagen';0.1147;pcs.;196.3903;0.64;197.0303;Success: Converted: 8.0 pcs × 1.000 kg/pc = 8.00 kg
BayWa AG;94973;AUSGANGS-FRACHT BAUSTOFFE;7.0;Service(s);Mineralfaser Deckenplatten (15 mm);'Mineralische Baustoffe' / 'Steine und Elemente' / 'Deckenplatten';0.0932;qm;0.2546;0.56;0.8146;Success: Converted: 7.0 m² × 0.01m = 0.070 m³
BayWa AG;94973;AUSGANGS-FRACHT BAUSTOFFE  ZUSTELLPAUSCHALE;2.0;Service(s);Silikon-Dichtmasse;'Kunststoffe' / 'Dichtmassen' / 'Silikon';0.0834;kg;19.0952;0.16;19.2552;Success: kg unit
Sülzle Stahlpartner GmbH;ZL43;Biegegruppe  I;191320.0;Stk;Holcim Pur 4 N Sackware Werk Lägerdorf;'Mineralische Baustoffe' / 'Bindemittel' / 'Zement';0.0871;kg;139021639.7638;15305.6;139036945.3638;Success: kg unit
Sülzle Stahlpartner GmbH;ZL52;Positionszuschlag Betonstahl;14086.0;Stk;Getuftete Teppichfliesen mit 100% recyceltem PA6-Flormaterial und schwerem Rücken auf Bitumenbasis, LC2;'Kunststoffe' / 'Bodenbeläge' / 'Textile Bodenbeläge';0.0827;qm;7421349.96;1126.88;7422476.84;Success: Converted: 14086.0 m² × 0.15m × 600.0 kg/m³ = 1267740.00 kg
Sülzle Stahlpartner GmbH;SBAS13;Abstandhalter  SBA - S 13;4890.0;Stk;Sapelli Kiln Dried Timber;'Holz' / 'Vollholz' / 'Bau-Schnittholz';0.0809;m3;0.0;391.2;391.2;Success: m³ unit
Sülzle Stahlpartner GmbH;ZL42;Stehbügel;4607.0;Stk;LC 25/350-600/42 bDW NF T-G EXC3;'Gebäudetechnik' / 'Elektro' / 'Beleuchtung';0.0894;pcs.;28964.1428;368.56;29332.7028;Success: Converted: 4607.0 pcs × 1.000 kg/pc = 4607.00 kg
Sülzle Stahlpartner GmbH;SBAS12;Abstandhalter  SBA - S 12;4220.0;Stk;Admonter Massivholzmehrschichtprodukte;'Holz' / 'Holzböden' / 'Mehrschichtig modulare Bodenbeläge';0.0889;qm;0.0;337.6;337.6;Success: Converted: 4220.0 m² × 0.01m = 42.200 m³
Sülzle Stahlpartner GmbH;ZL44;Biegegruppe  I I;3574.0;Stk;Türschließer TS Compakt;'Komponenten von Fenstern und Vorhangfassaden' / 'Antriebssysteme' / 'mechanisch';0.0903;pcs.;41262.0516;285.92;41547.9716;Success: Converted: 3574.0 pcs × 1.000 kg/pc = 3574.00 kg
Sülzle Stahlpartner GmbH;TEXTILHEBEBÄNDER;Textilhebebänder;2769.0;Stk;Fassaden - Moeding Keramikfassaden GmbH - Alphaton;'Komponenten von Fenstern und Vorhangfassaden' / 'Fassaden' / 'Vorhangfassade - Element-Fassaden';0.107;qm;1203.4074;221.52;1424.9274;Success: Converted: 2769.0 m² × 0.01m = 27.690 m³
Sülzle Stahlpartner GmbH;ZL45;Biegegruppe  I I I;2243.0;Stk;Verbindungstechnik - Viega GmbH & Co. KG - Gasarmaturen;'Metalle' / 'Stahl und Eisen' / 'Guss- und Schmiedeteile aus Stahl und Eisen';0.0801;kg;148486.6;179.44;148666.04;Success: kg unit
Sülzle Stahlpartner GmbH;ZLST;Zuschlag Staffeleisen;2084.0;Stk;Janisol Primo Fenster Breite x Höhe: 1230 mm x 1480 mm;'Komponenten von Fenstern und Vorhangfassaden' / 'Fenster' / 'Metallfenster';0.0843;qm;1632.6694;166.72;1799.3894;Success: Converted: 2084.0 m² × 0.01m = 20.840 m³
KRAFT Baustoffe GmbH;0170790201;Nevoga Faserbeton Schlange 25mmo. Noppen Länge 80cm;1750.0;Stk;NELLA 3000-730 R-S CL2 T60 ANT;'Gebäudetechnik' / 'Elektro' / 'Beleuchtung';0.0901;pcs.;444234.5803;140.0;444374.5803;Success: Converted: 1750.0 pcs × 1.000 kg/pc = 1750.00 kg
BayWa AG;1490796;EXTE BETON-SCHLANGE M.NOPPEN BSN 25-80;1573.0;Stk;Isolierprofil - Ensinger GmbH - Coex-Dichtdraht;'Komponenten von Fenstern und Vorhangfassaden' / 'Dichtungskomponenten / -materialien' / 'Dichtprofile';0.0847;kg;9846.98;125.84;9972.82;Success: kg unit
